Company,Product,TypeName,ScreenResolution,CPU_Company,CPU_Type,GPU_Company,GPU_Type,OpSys,Laptop_ID
Dell,Inspiron 5378,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,995
Asus,ZenBook UX310UA-FB485T,Notebook,Quad HD+ 3200x1800,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,996
HP,Spectre 13-V111dx,Ultrabook,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,997
Acer,Aspire ES1-533,Notebook,1366x768,Intel,Pentium Quad Core N4200,Intel,HD Graphics 505,Windows 10,998
Asus,Rog GL553VE-DS74,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti,Windows 10,999
HP,EliteBook 840,Ultrabook,Full HD 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,1000
Acer,Nitro 5,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050,Windows 10,1001
HP,ENVY -,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,1002
Dell,Vostro 3568,Notebook,1366x768,Intel,Core i3 7100U,Intel,HD Graphics 620,Windows 10,1003
HP,Probook 440,Notebook,1366x768,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,1004
Toshiba,Portege Z30-C-16H,Notebook,Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,1005
HP,EliteBook 840,Notebook,1366x768,Intel,Core i5 6300U,Intel,HD Graphics 520,Windows 10,1006
HP,ProBook 640,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,1007
HP,EliteBook 1040,Ultrabook,Full HD 1920x1080,Intel,Core i7 6600U,Intel,HD Graphics 520,Windows 7,1008
HP,ProBook 440,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Nvidia,GeForce 930MX,Windows 10,1009
HP,Probook 440,Notebook,1366x768,Intel,Core i3 7100U,Intel,HD Graphics 620,Windows 10,1010
Dell,Inspiron 7567,Gaming,Full HD 1920x1080,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050,Windows 10,1011
HP,EliteBook 820,Ultrabook,Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,1012
HP,Elitebook 840,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,1013
HP,EliteBook 840,Ultrabook,Full HD 1920x1080,Intel,Core i7 6500U,Intel,HD Graphics 520,Windows 10,1014
HP,Probook 430,Notebook,1366x768,Intel,Core i3 7100U,Intel,HD Graphics 620,Windows 10,1015
Toshiba,Portege A30-C-1CZ,Notebook,1366x768,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,1016
HP,ProBook 450,Notebook,1366x768,Intel,Core i3 7100U,Intel,HD Graphics 620,Windows 10,1017
Lenovo,ThinkPad P70,Notebook,IPS Panel 4K Ultra HD 3840x2160,Intel,Core i7 6820HQ,Nvidia,Quadro 3000M,Windows 7,1018
Toshiba,Tecra Z40-C-12Z,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,1019
HP,EliteBook 1040,Notebook,Full HD 1920x1080,Intel,Core i7 6500U,Intel,HD Graphics 520,Windows 10,1020
Dell,Inspiron 5568,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i3 6100U,Intel,HD Graphics 520,Windows 10,1021
Toshiba,Portégé Z30-C-16K,Ultrabook,Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,1022
HP,Spectre 13-V100nv,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,1023
HP,ProBook 440,Notebook,Full HD 1920x1080,Intel,Core i7 7500U,Nvidia,GeForce 930MX,Windows 10,1024
Dell,Latitude E5570,Notebook,Full HD 1920x1080,Intel,Core i5 6300U,Intel,HD Graphics 520,Windows 10,1025
HP,Elitebook 820,Ultrabook,1366x768,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,1026
HP,ProBook 650,Notebook,1366x768,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,1027
HP,ProBook 640,Notebook,1366x768,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,1028
Dell,XPS 13,Ultrabook,Quad HD+ / Touchscreen 3200x1800,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,1029
HP,Probook 470,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Nvidia,GeForce 930MX,Windows 10,1030
HP,ProBook 440,Notebook,1366x768,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,1031
Acer,Aspire 3,Notebook,1366x768,AMD,A9-Series 9420,AMD,Radeon R5,Windows 10,1032
MSI,GL72M 7RDX,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050,Windows 10,1033
HP,Probook 640,Notebook,Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 7,1034
HP,EliteBook 850,Notebook,Full HD 1920x1080,Intel,Core i7 6500U,Intel,HD Graphics 520,Windows 10,1035
HP,EliteBook 820,Ultrabook,Full HD 1920x1080,Intel,Core i7 6500U,Intel,HD Graphics 520,Windows 10,1036
HP,ProBook 450,Notebook,1366x768,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,1037
Toshiba,Tecra Z40-C-136,Ultrabook,IPS Panel Full HD 1920x1080,Intel,Core i7 6600U,Intel,HD Graphics 520,Windows 10,1038
Dell,Latitude E5570,Notebook,Full HD 1920x1080,Intel,Core i5 6300U,Intel,HD Graphics 520,Windows 7,1039
HP,ProBook 440,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,1040
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 6500U,Intel,HD Graphics 520,Windows 10,1041
Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,1366x768,Intel,Atom X5-Z8350,Intel,HD Graphics 400,Windows 10,1042
Toshiba,Tecra A50-C-218,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i7 6500U,Nvidia,GeForce 930M,Windows 10,1043
Lenovo,Thinkpad L560,Notebook,Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,1044
HP,EliteBook 840,Notebook,Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,1045
HP,EliteBook 850,Notebook,Full HD 1920x1080,Intel,Core i5 6300U,Intel,HD Graphics 520,Windows 10,1046
HP,EliteBook 1040,Notebook,Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 7,1047
MSI,GT72S Dominator,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 6820HK,Nvidia,GeForce GTX 980M,Windows 10,1048
Lenovo,IdeaPad Y900-17ISK,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 980M,Windows 10,1049
Asus,Chromebook C202SA,Netbook,1366x768,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400,Chrome OS,1050
Lenovo,ThinkPad X1,Notebook,IPS Panel 2560x1440,Intel,Core i7 6600U,Intel,HD Graphics 520,Windows 7,1051
HP,Noteb Pav,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,Nvidia,GeForce 940MX,Windows 10,1052
Dell,Inspiron 5578,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,1053
HP,ProBook 450,Notebook,1366x768,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,1054
Dell,XPS 13,Ultrabook,Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,1055
HP,ProBook 650,Notebook,1366x768,Intel,Core i3 6100U,Intel,HD Graphics 520,Windows 10,1056
HP,250 G5,Notebook,1366x768,Intel,Core i5 7200U,Intel,HD Graphics 620,No OS,1057
Acer,Aspire ES1-523,Notebook,1366x768,AMD,A8-Series 7410,AMD,Radeon R5,Windows 10,1058
Dell,Inspiron 7378,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,1059
MSI,GT62VR 6RD,Gaming,Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 1060,Windows 10,1060
HP,ProBook 450,Notebook,Full HD 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,1061
Asus,Rog G752VL-GC088D,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 965M,No OS,1062
Dell,Inspiron 3567,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics,Windows 10,1063
Dell,Inspiron 5567,Notebook,Full HD 1920x1080,Intel,Core i7 7500U,AMD,Radeon R7 M445,Windows 10,1064
MSI,GS63VR 6RF,Gaming,Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 1060,Windows 10,1065
Dell,XPS 13,Ultrabook,Full HD 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,1066
Asus,ROG G701VO,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 6820HK,Nvidia,GeForce GTX 980,Windows 10,1067
Dell,Inspiron 5368,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel,Core i7 6500U,Intel,HD Graphics 520,Windows 10,1068
Dell,Alienware 15,Gaming,4K Ultra HD 3840x2160,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 970M,Windows 10,1069
Apple,"MacBook 12""",Ultrabook,IPS Panel Retina Display 2304x1440,Intel,Core M,Intel,HD Graphics 515,Mac OS X,1070
Dell,Latitude 3570,Notebook,1366x768,Intel,Core i3 6100U,Intel,HD Graphics 520,Windows 10,1071
HP,ProBook 650,Notebook,1366x768,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,1072
HP,EliteBook 820,Ultrabook,Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 7,1073
HP,ProBook 430,Notebook,Full HD 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,1074
Lenovo,ThinkPad Yoga,Ultrabook,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 6500U,Intel,HD Graphics 520,Windows 10,1075
Lenovo,IdeaPad 300-17ISK,Notebook,1600x900,Intel,Core i5 6200U,AMD,Radeon R5 M330,Windows 10,1076
Lenovo,Ideapad 700-15ISK,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i5 6300HQ,Nvidia,GeForce GTX 950M,Windows 10,1077
MSI,GT72VR Dominator,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070,Windows 10,1078
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,1366x768,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,1079
HP,Probook 650,Notebook,Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 7,1080
Lenovo,Yoga 900S-12ISK,Ultrabook,IPS Panel Touchscreen 2560x1440,Intel,Core M 6Y75,Intel,HD Graphics 515,Windows 10,1081
Lenovo,IdeaPad Y900-17ISK,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 6820HK,Nvidia,GeForce GTX 980M,Windows 10,1082
Lenovo,Yoga Book,2 in 1 Convertible,IPS Panel Touchscreen 1920x1200,Intel,Atom x5-Z8550,Intel,HD Graphics 400,Windows 10,1083
HP,Spectre x360,Ultrabook,IPS Panel 4K Ultra HD 3840x2160,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,1084
Dell,Vostro 3568,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,1085
HP,EliteBook 840,Notebook,Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 7,1086
HP,ZBook 15u,Workstation,Full HD 1920x1080,Intel,Core i7 6500U,AMD,FirePro W4190M,Windows 7,1087
Lenovo,ThinkPad T460,Notebook,Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 7,1088
HP,Chromebook 13,Notebook,Quad HD+ 3200x1800,Intel,Pentium Dual Core 4405Y,Intel,HD Graphics 515,Chrome OS,1089
Acer,Aspire ES1-523,Notebook,1366x768,AMD,A8-Series 7410,AMD,Radeon R5,Windows 10,1090
Dell,Inspiron 3552,Notebook,1366x768,Intel,Pentium Quad Core N3700,Intel,HD Graphics,Linux,1091
HP,250 G6,Notebook,1366x768,Intel,Core i3 6006U,Intel,HD Graphics 520,No OS,1092
Asus,Rog GL702VM-GC354T,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060,Windows 10,1093
Dell,Inspiron 5370,Ultrabook,IPS Panel Full HD 1920x1080,Intel,Core i5 8250U,AMD,Radeon 530,Windows 10,1094
HP,Elitebook 820,Netbook,1366x768,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 7,1095
Acer,Aspire F5-573G,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Nvidia,GeForce GTX 950M,Windows 10,1096
Dell,Inspiron 5567,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,AMD,Radeon R7 M445,Windows 10,1097
MSI,GS70 Stealth,Gaming,Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 965M,Windows 10,1098
HP,250 G5,Notebook,1366x768,Intel,Pentium Quad Core N3710,Intel,HD Graphics 405,Windows 10,1099
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 980M,Windows 10,1100
Dell,Latitude E5270,Ultrabook,1366x768,Intel,Core i3 6100U,Intel,HD Graphics 520,Windows 7,1101
Dell,Latitude E5270,Ultrabook,1366x768,Intel,Core i3 6100U,Intel,HD Graphics 520,Windows 7,1102
Acer,Chromebook 15,Notebook,1366x768,Intel,Celeron Dual Core 3205U,Intel,HD Graphics,Chrome OS,1103
HP,ZBook 17,Workstation,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,AMD,FirePro W6150M,Windows 7,1104
Lenovo,Legion Y520-15IKBN,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti,Windows 10,1105
Dell,Latitude E5270,Ultrabook,1366x768,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 7,1106
MSI,GE72 Apache,Gaming,Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 960M,Windows 10,1107
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,1108
HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,Full HD 1920x1080,AMD,A6-Series 9220,AMD,Radeon R4,Windows 10,1109
Asus,Rog GL552VW-CN470T,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 960M,Windows 10,1110
HP,EliteBook 1030,Notebook,Quad HD+ / Touchscreen 3200x1800,Intel,Core M 6Y54,Intel,HD Graphics 515,Windows 10,1111
Dell,Vostro 3559,Notebook,1366x768,Intel,Core i5 6200U,AMD,Radeon R5 M315,Windows 7,1112
Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,1366x768,Intel,Core i3 6006U,Intel,HD Graphics 520,Windows 10,1113
HP,Spectre Pro,Ultrabook,Full HD 1920x1080,Intel,Core i7 6500U,Intel,HD Graphics 520,Windows 10,1114
Lenovo,Yoga Book,2 in 1 Convertible,IPS Panel Touchscreen 1920x1200,Intel,Atom x5-Z8550,Intel,HD Graphics 400,Android,1115
Dell,XPS 13,Ultrabook,Full HD 1920x1080,Intel,Core i7 7560U,Intel,Iris Plus Graphics 640,Windows 10,1116
Lenovo,IdeaPad Y900-17ISK,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 6820HK,Nvidia,GeForce GTX 980M,Windows 10,1117
Razer,Blade Stealth,Ultrabook,Touchscreen / 4K Ultra HD 3840x2160,Intel,Core i7 6500U,Intel,HD Graphics 520,Windows 10,1118
Toshiba,Portege X30-D-10K,Ultrabook,Full HD 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,1119
Asus,Rog GL752VW-T4308T,Gaming,Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 960M,Windows 10,1120
Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,Full HD 1920x1080,Intel,Atom X5-Z8350,Intel,HD Graphics 400,Windows 10,1121
HP,Spectre Pro,Notebook,Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,1122
HP,EliteBook 1040,Notebook,Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 7,1123
Dell,Latitude E5570,Notebook,1366x768,Intel,Core i5 6200U,Intel,HD Graphics 520,Linux,1124
Asus,VivoBook Max,Notebook,1366x768,Intel,Core i3 7100U,Intel,HD Graphics 620,Windows 10,1125
Lenovo,ThinkPad Yoga,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 6500U,Intel,HD Graphics 520,Windows 10,1126
Lenovo,Yoga Book,2 in 1 Convertible,IPS Panel Touchscreen 1920x1200,Intel,Atom x5-Z8550,Intel,HD Graphics 400,Windows 10,1127
HP,EliteBook 820,Ultrabook,1366x768,Intel,Core i5 6300U,Intel,HD Graphics 520,Windows 7,1128
Lenovo,Legion Y520-15IKBN,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1060,No OS,1129
HP,Omen -,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i5 6300HQ,Nvidia,GeForce GTX 1060,Windows 10,1130
HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,1366x768,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,1131
Lenovo,ThinkPad P40,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 6600U,Nvidia,Quadro M500M,Windows 7,1132
Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,1366x768,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500,Windows 10,1133
HP,250 G6,Ultrabook,Full HD 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,1134
Acer,Aspire E5-576G,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Nvidia,GeForce 940MX,Windows 10,1135
Lenovo,IdeaPad 500-15ISK,Notebook,Full HD 1920x1080,Intel,Core i7 6500U,AMD,Radeon R7 M360,Windows 10,1136
HP,ZBook 17,Workstation,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,Quadro M3000M,Windows 7,1137
Dell,Inspiron 5567,Notebook,1366x768,Intel,Core i5 7200U,AMD,Radeon R7 M445,Windows 10,1138
MSI,GT72S Dominator,Gaming,Full HD 1920x1080,Intel,Core i7 6820HQ,Nvidia,GeForce GTX 980M,Windows 10,1139
HP,EliteBook 850,Ultrabook,Full HD 1920x1080,Intel,Core i7 6500U,Intel,HD Graphics 520,Windows 7,1140
Lenovo,ThinkPad X1,2 in 1 Convertible,IPS Panel Touchscreen 2560x1440,Intel,Core i7 6600U,Intel,HD Graphics 520,Windows 10,1141
MSI,GP62M 7RDX,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050,Windows 10,1142
HP,Spectre Pro,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel,Core i5 6300U,Intel,HD Graphics 520,Windows 10,1143
HP,ZBook 15,Workstation,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,Quadro M1000M,Windows 7,1144
HP,Spectre Pro,2 in 1 Convertible,Touchscreen 2560x1440,Intel,Core i7 6600U,Intel,HD Graphics 520,Windows 10,1145
HP,ZBook Studio,Workstation,Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,Quadro M1000M,Windows 7,1146
HP,EliteBook 820,Ultrabook,Full HD 1920x1080,Intel,Core i7 6500U,Intel,HD Graphics 520,Windows 7,1147
Dell,Vostro 5568,Notebook,Full HD 1920x1080,Intel,Core i7 7500U,Nvidia,GeForce 940MX,Windows 10,1148
HP,EliteBook 850,Notebook,Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 7,1149
Lenovo,ThinkPad X1,2 in 1 Convertible,IPS Panel Touchscreen 2560x1440,Intel,Core i7 6500U,Intel,HD Graphics 520,Windows 10,1150
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,1366x768,Intel,Core i3 6006U,Intel,HD Graphics 520,No OS,1151
HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,1366x768,AMD,E-Series 7110,AMD,Radeon R2 Graphics,Windows 10,1152
Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,Full HD 1920x1080,Intel,Core i5 6200U,AMD,Radeon R5 M330,No OS,1153
Dell,Inspiron 7567,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050Ti,Windows 10,1154
Dell,XPS 15,Notebook,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel,Core i5 6300HQ,Nvidia,GeForce 960M,Windows 10,1155
HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,Full HD 1920x1080,AMD,A6-Series A6-9220,AMD,Radeon 520,Windows 10,1156
MSI,GP72M 7REX,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti,Windows 10,1157
Lenovo,ThinkPad T460s,Ultrabook,Full HD 1920x1080,Intel,Core i7 6600U,Intel,HD Graphics 520,Windows 7,1158
Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,Full HD 1920x1080,Intel,Core i5 6200U,AMD,Radeon R5 M330,Windows 10,1159
HP,Spectre Pro,2 in 1 Convertible,Touchscreen 2560x1440,Intel,Core i7 6600U,Intel,HD Graphics 520,Windows 10,1160
Lenovo,ThinkPad T460,Ultrabook,Full HD 1920x1080,Intel,Core i7 6600U,Intel,HD Graphics 520,Windows 7,1161
MSI,GS40 Phantom,Gaming,Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 970M,Windows 10,1162
HP,Pavilion 15-cb003nv,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050,Windows 10,1163
Lenovo,IdeaPad 310-15ISK,Notebook,1366x768,Intel,Core i3 6006U,Intel,HD Graphics 520,Windows 10,1164
HP,250 G4,Notebook,1366x768,Intel,Core i5 6200U,Intel,HD Graphics 520,No OS,1165
Dell,Inspiron 7567,Gaming,4K Ultra HD 3840x2160,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti,Windows 10,1166
Lenovo,ThinkPad T570,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,1167
Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,Full HD 1920x1080,Intel,Core i3 6006U,Nvidia,GeForce 920MX,Windows 10,1168
HP,Stream 14-AX000nv,Notebook,1366x768,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400,Windows 10,1169
MSI,PL60 7RD,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,Nvidia,GeForce GTX 1050,Windows 10,1170
HP,250 G5,Notebook,Full HD 1920x1080,Intel,Core i7 6500U,Intel,HD Graphics 520,Windows 10,1171
HP,ProBook 450,Notebook,Full HD 1920x1080,Intel,Core i7 8550U,Intel,UHD Graphics 620,Windows 10,1172
Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,1366x768,Intel,Celeron Dual Core N3050,Intel,HD Graphics,Windows 10,1173
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,1366x768,Intel,Core i5 6200U,Intel,HD Graphics 520,No OS,1174
Lenovo,IdeaPad 510-15IKB,Notebook,Full HD 1920x1080,Intel,Core i7 7500U,Nvidia,GeForce 940MX,No OS,1175
Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,Full HD 1920x1080,Intel,Core i3 7100U,Intel,HD Graphics 620,Windows 10,1176
Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,Full HD 1920x1080,Intel,Core i7 6500U,Intel,HD Graphics 520,Windows 7,1177
Lenovo,IdeaPad Y700-15ISK,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 960,Windows 10,1178
MSI,GS60 Ghost,Gaming,Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 970M,Windows 10,1179
HP,ProBook 450,Notebook,1366x768,Intel,Core i3 6100U,Intel,HD Graphics 520,Windows 10,1180
Lenovo,ThinkPad X1,2 in 1 Convertible,IPS Panel Touchscreen 2560x1440,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,1181
Lenovo,IdeaPad 310-15IKB,Ultrabook,Full HD 1920x1080,Intel,Core i7 7500U,Nvidia,GeForce 920M,Windows 10,1182
Dell,Vostro 5568,Notebook,Full HD 1920x1080,Intel,Core i7 7500U,Nvidia,GeForce GT 940MX,Linux,1183
Acer,Aspire 3,Notebook,1366x768,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500,Windows 10,1184
HP,Pavilion 15-BC000nv,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 960M,Windows 10,1185
Asus,Rog GL552VW-DM201T,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 960M,Windows 10,1186
Dell,Inspiron 5578,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,1187
Acer,Aspire E5-576G,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Nvidia,GeForce 940MX,Windows 10,1188
Dell,XPS 13,Ultrabook,Quad HD+ / Touchscreen 3200x1800,Intel,Core i5 6300U,Intel,HD Graphics 520,Linux,1189
Acer,Predator G9-793,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070,Windows 10,1190
Lenovo,Legion Y520-15IKBN,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050,Windows 10,1191
Samsung,Chromebook Plus,2 in 1 Convertible,IPS Panel Touchscreen 2400x1600,Samsung,Cortex A72&A53,ARM,Mali T860 MP4,Chrome OS,1192
HP,250 G6,Notebook,1366x768,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,1193
Apple,"MacBook 12""",Ultrabook,IPS Panel Retina Display 2304x1440,Intel,Core M,Intel,HD Graphics 5300,Mac OS X,1194
Dell,Inspiron 7378,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,1195
